Table,Field,Type,Nullable,Default,Description,Category
SamplingPlan,rejectionNumber,Int,No,,,Other
SamplingPlan,sampleSizeTightened,Int,Yes,,,Other
SamplingPlan,acceptanceNumberTightened,Int,Yes,,,Other
SamplingPlan,sampleSizeReduced,Int,Yes,,,Other
SamplingPlan,acceptanceNumberReduced,Int,Yes,,,Other
SamplingPlan,sampleSize2,Int,Yes,,,Other
SamplingPlan,acceptanceNumber2,Int,Yes,,,Other
SamplingPlan,rejectionNumber2,Int,Yes,,,Other
SamplingPlan,currentInspectionLevel,String,No,NORMAL,,Other
SamplingPlan,consecutiveAccepted,Int,No,auto,,Other
SamplingPlan,consecutiveRejected,Int,No,auto,,Other
SamplingPlan,isActive,Boolean,No,true,,Other
SamplingPlan,createdBy,String,No,,,Other
SamplingPlan,lastModifiedBy,String,Yes,,,Other
SamplingPlan,createdAt,DateTime,No,now(,,Other
SamplingPlan,updatedAt,DateTime,No,,,Other
SamplingPlan,inspectionResults,SamplingInspectionResult[],No,,,Other
SamplingPlan,operation,Operation,Yes,,,Other
SamplingPlan,parameter,OperationParameter,Yes,,,Other
SamplingInspectionResult,id,String,No,cuid(,,Other
SamplingInspectionResult,planId,String,No,,,Other
SamplingInspectionResult,lotNumber,String,No,,,Other
SamplingInspectionResult,lotSize,Int,No,,,Other
SamplingInspectionResult,inspectionDate,DateTime,No,,,Other
SamplingInspectionResult,sampleSize,Int,No,,,Other
SamplingInspectionResult,defectsFound,Int,No,,,Other
SamplingInspectionResult,decision,String,No,,,Other
SamplingInspectionResult,inspectionLevel,String,No,,,Other
SamplingInspectionResult,inspectorId,String,No,,,Other
SamplingInspectionResult,notes,String,Yes,,,Other
SamplingInspectionResult,createdAt,DateTime,No,now(,,Other
SamplingInspectionResult,plan,SamplingPlan,No,,,Other
WorkInstructionMedia,id,String,No,cuid(,,Document Management
WorkInstructionMedia,instructionId,String,No,,,Document Management
WorkInstructionMedia,mediaType,MediaType,No,,,Document Management
WorkInstructionMedia,fileName,String,No,,,Document Management
WorkInstructionMedia,fileUrl,String,No,,,Document Management
WorkInstructionMedia,fileSize,Int,No,,,Document Management
WorkInstructionMedia,mimeType,String,No,,,Document Management
WorkInstructionMedia,title,String,Yes,,,Document Management
WorkInstructionMedia,description,String,Yes,,,Document Management
WorkInstructionMedia,tags,String[],No,,,Document Management
WorkInstructionMedia,annotations,Json,Yes,,,Document Management
WorkInstructionMedia,usageCount,Int,No,auto,,Document Management
WorkInstructionMedia,lastUsedAt,DateTime,Yes,,,Document Management
WorkInstructionMedia,createdAt,DateTime,No,now(,,Document Management
WorkInstructionMedia,updatedAt,DateTime,No,,,Document Management
WorkInstructionMedia,instruction,WorkInstruction,No,,,Document Management
WorkInstructionRelation,id,String,No,cuid(,,Document Management
WorkInstructionRelation,parentId,String,No,,,Document Management
WorkInstructionRelation,relatedId,String,No,,,Document Management
WorkInstructionRelation,relationType,RelationType,No,,,Document Management
WorkInstructionRelation,description,String,Yes,,,Document Management
WorkInstructionRelation,createdAt,DateTime,No,now(,,Document Management
WorkInstructionRelation,parent,WorkInstruction,No,,,Document Management
ExportTemplate,id,String,No,cuid(,,Other
ExportTemplate,name,String,No,,,Other
ExportTemplate,description,String,Yes,,,Other
ExportTemplate,templateType,ExportTemplateType,No,,,Other
ExportTemplate,templateFormat,ExportFormat,No,,,Other
ExportTemplate,headerTemplate,String,Yes,,,Other
ExportTemplate,footerTemplate,String,Yes,,,Other
ExportTemplate,styles,Json,Yes,,,Other
ExportTemplate,layout,Json,Yes,,,Other
ExportTemplate,isDefault,Boolean,No,auto,,Other
ExportTemplate,isActive,Boolean,No,true,,Other
ExportTemplate,createdAt,DateTime,No,now(,,Other
ExportTemplate,updatedAt,DateTime,No,,,Other
ExportTemplate,createdById,String,No,,,Other
ExportTemplate,updatedById,String,No,,,Other
ExportTemplate,instructions,WorkInstruction[],No,,,Other
DataCollectionFieldTemplate,id,String,No,cuid(,,Other
DataCollectionFieldTemplate,name,String,No,,,Other
DataCollectionFieldTemplate,description,String,Yes,,,Other
DataCollectionFieldTemplate,fieldSchema,Json,No,,,Other
DataCollectionFieldTemplate,validationRules,Json,Yes,,,Other
DataCollectionFieldTemplate,category,String,Yes,,,Other
DataCollectionFieldTemplate,tags,String[],No,,,Other
DataCollectionFieldTemplate,usageCount,Int,No,auto,,Other
DataCollectionFieldTemplate,isActive,Boolean,No,true,,Other
DataCollectionFieldTemplate,createdAt,DateTime,No,now(,,Other
DataCollectionFieldTemplate,updatedAt,DateTime,No,,,Other
DataCollectionFieldTemplate,createdById,String,No,,,Other
SetupSheet,id,String,No,cuid(,,Other
SetupSheet,documentNumber,String,No,,,Other
SetupSheet,title,String,No,,,Other
SetupSheet,description,String,Yes,,,Other
SetupSheet,version,String,No,1.0.0,,Other
SetupSheet,status,WorkInstructionStatus,No,DRAFT,,Other
SetupSheet,effectiveDate,DateTime,Yes,,,Other
SetupSheet,supersededDate,DateTime,Yes,,,Other
SetupSheet,ecoNumber,String,Yes,,,Other
SetupSheet,equipmentId,String,Yes,,,Other
SetupSheet,operationId,String,Yes,,,Other
SetupSheet,partId,String,Yes,,,Other
SetupSheet,workCenterId,String,Yes,,,Other
SetupSheet,estimatedSetupTime,Int,Yes,,,Other
SetupSheet,safetyChecklist,Json,Yes,,,Other
SetupSheet,requiredPPE,String[],No,,,Other
SetupSheet,imageUrls,String[],No,,,Other
SetupSheet,videoUrls,String[],No,,,Other
SetupSheet,attachmentUrls,String[],No,,,Other
SetupSheet,tags,String[],No,,,Other
SetupSheet,categories,String[],No,,,Other
SetupSheet,keywords,String[],No,,,Other
SetupSheet,thumbnailUrl,String,Yes,,,Other
SetupSheet,parentVersionId,String,Yes,,,Other
SetupSheet,approvalWorkflowId,String,Yes,,,Other
SetupSheet,approvedById,String,Yes,,,Other
SetupSheet,approvedAt,DateTime,Yes,,,Other
SetupSheet,approvalHistory,Json,Yes,,,Other
SetupSheet,isActive,Boolean,No,true,,Other
SetupSheet,createdAt,DateTime,No,now(,,Other
SetupSheet,updatedAt,DateTime,No,,,Other
SetupSheet,createdById,String,No,,,Other
SetupSheet,updatedById,String,No,,,Other
SetupSheet,executions,SetupExecution[],No,,,Other
SetupSheet,parameters,SetupParameter[],No,,,Other
SetupSheet,approvedBy,User,Yes,,,Other
SetupSheet,createdBy,User,No,,,Other
SetupSheet,parentVersion,SetupSheet,Yes,,,Other
SetupSheet,childVersions,SetupSheet[],No,,,Other
SetupSheet,updatedBy,User,No,,,Other
SetupSheet,steps,SetupStep[],No,,,Other
SetupSheet,toolList,SetupTool[],No,,,Other
SetupStep,id,String,No,cuid(,,Other
SetupStep,setupSheetId,String,No,,,Other
SetupStep,stepNumber,Int,No,,,Other
SetupStep,title,String,No,,,Other
SetupStep,instructions,String,No,,,Other
SetupStep,imageUrls,String[],No,,,Other
SetupStep,videoUrls,String[],No,,,Other
SetupStep,estimatedDuration,Int,Yes,,,Other
SetupStep,isCritical,Boolean,No,auto,,Other
SetupStep,requiresVerification,Boolean,No,auto,,Other
SetupStep,setupSheet,SetupSheet,No,,,Other
SetupParameter,id,String,No,cuid(,,Other
SetupParameter,setupSheetId,String,No,,,Other
SetupParameter,parameterName,String,No,,,Other
SetupParameter,targetValue,String,No,,,Other
SetupParameter,tolerance,String,Yes,,,Other
SetupParameter,unit,String,Yes,,,Other
SetupParameter,equipmentSetting,String,Yes,,,Other
SetupParameter,verificationMethod,String,Yes,,,Other
SetupParameter,setupSheet,SetupSheet,No,,,Other
SetupTool,id,String,No,cuid(,,Other
SetupTool,setupSheetId,String,No,,,Other
SetupTool,toolId,String,Yes,,,Other
SetupTool,toolName,String,No,,,Other
SetupTool,toolNumber,String,Yes,,,Other
SetupTool,quantity,Int,No,1,,Other
SetupTool,toolOffset,String,Yes,,,Other
SetupTool,notes,String,Yes,,,Other
SetupTool,setupSheet,SetupSheet,No,,,Other
SetupExecution,id,String,No,cuid(,,Other
SetupExecution,setupSheetId,String,No,,,Other
SetupExecution,workOrderId,String,Yes,,,Other
SetupExecution,operationId,String,Yes,,,Other
SetupExecution,startedById,String,No,,,Other
SetupExecution,startedAt,DateTime,No,now(,,Other
SetupExecution,completedById,String,Yes,,,Other
SetupExecution,completedAt,DateTime,Yes,,,Other
SetupExecution,actualSetupTime,Int,Yes,,,Other
SetupExecution,verificationData,Json,Yes,,,Other
SetupExecution,firstPieceResults,Json,Yes,,,Other
SetupExecution,status,WorkInstructionExecutionStatus,No,IN_PROGRESS,,Other
SetupExecution,completedBy,User,Yes,,,Other
SetupExecution,setupSheet,SetupSheet,No,,,Other
SetupExecution,startedBy,User,No,,,Other
InspectionPlan,id,String,No,cuid(,,Other
InspectionPlan,documentNumber,String,No,,,Other
InspectionPlan,title,String,No,,,Other
InspectionPlan,description,String,Yes,,,Other
InspectionPlan,version,String,No,1.0.0,,Other
InspectionPlan,status,WorkInstructionStatus,No,DRAFT,,Other
InspectionPlan,effectiveDate,DateTime,Yes,,,Other
InspectionPlan,supersededDate,DateTime,Yes,,,Other
InspectionPlan,ecoNumber,String,Yes,,,Other
InspectionPlan,partId,String,Yes,,,Other
InspectionPlan,operationId,String,Yes,,,Other
InspectionPlan,inspectionType,InspectionType,No,,,Other
InspectionPlan,frequency,InspectionFrequency,No,,,Other
InspectionPlan,samplingPlan,Json,Yes,,,Other
InspectionPlan,dispositionRules,Json,Yes,,,Other
InspectionPlan,gageRRRequired,Boolean,No,auto,,Other
InspectionPlan,gageRRFrequency,String,Yes,,,Other
InspectionPlan,imageUrls,String[],No,,,Other
InspectionPlan,videoUrls,String[],No,,,Other
InspectionPlan,attachmentUrls,String[],No,,,Other
InspectionPlan,tags,String[],No,,,Other
InspectionPlan,categories,String[],No,,,Other
InspectionPlan,keywords,String[],No,,,Other
InspectionPlan,thumbnailUrl,String,Yes,,,Other
InspectionPlan,parentVersionId,String,Yes,,,Other
InspectionPlan,approvalWorkflowId,String,Yes,,,Other
InspectionPlan,approvedById,String,Yes,,,Other
InspectionPlan,approvedAt,DateTime,Yes,,,Other
InspectionPlan,approvalHistory,Json,Yes,,,Other
InspectionPlan,isActive,Boolean,No,true,,Other
InspectionPlan,createdAt,DateTime,No,now(,,Other
InspectionPlan,updatedAt,DateTime,No,,,Other
InspectionPlan,createdById,String,No,,,Other
InspectionPlan,updatedById,String,No,,,Other
InspectionPlan,characteristics,InspectionCharacteristic[],No,,,Other
InspectionPlan,executions,InspectionExecution[],No,,,Other
InspectionPlan,approvedBy,User,Yes,,,Other
InspectionPlan,createdBy,User,No,,,Other
InspectionPlan,parentVersion,InspectionPlan,Yes,,,Other
InspectionPlan,childVersions,InspectionPlan[],No,,,Other
InspectionPlan,updatedBy,User,No,,,Other
InspectionPlan,steps,InspectionStep[],No,,,Other
InspectionCharacteristic,id,String,No,cuid(,,Other
InspectionCharacteristic,inspectionPlanId,String,No,,,Other
InspectionCharacteristic,characteristicNumber,Int,No,,,Other
InspectionCharacteristic,characteristicName,String,No,,,Other
InspectionCharacteristic,measurementType,MeasurementType,No,,,Other
InspectionCharacteristic,nominal,Float,Yes,,,Other
InspectionCharacteristic,upperLimit,Float,Yes,,,Other
InspectionCharacteristic,lowerLimit,Float,Yes,,,Other
InspectionCharacteristic,unit,String,Yes,,,Other
InspectionCharacteristic,measurementMethod,String,Yes,,,Other
InspectionCharacteristic,gageType,String,Yes,,,Other
InspectionCharacteristic,isCritical,Boolean,No,auto,,Other
InspectionCharacteristic,inspectionPlan,InspectionPlan,No,,,Other
InspectionStep,id,String,No,cuid(,,Other
InspectionStep,inspectionPlanId,String,No,,,Other
InspectionStep,stepNumber,Int,No,,,Other
InspectionStep,title,String,No,,,Other
InspectionStep,instructions,String,No,,,Other
InspectionStep,characteristicRefs,Int[],No,,,Other
InspectionStep,imageUrls,String[],No,,,Other
InspectionStep,inspectionPlan,InspectionPlan,No,,,Other
InspectionExecution,id,String,No,cuid(,,Other
InspectionExecution,inspectionPlanId,String,No,,,Other
InspectionExecution,workOrderId,String,Yes,,,Other
InspectionExecution,operationId,String,Yes,,,Other
InspectionExecution,lotNumber,String,Yes,,,Other
InspectionExecution,serialNumber,String,Yes,,,Other
InspectionExecution,inspectorId,String,No,,,Other
InspectionExecution,inspectedAt,DateTime,No,now(,,Other
InspectionExecution,results,Json,No,,,Other
InspectionExecution,overallResult,InspectionResult,No,,,Other
InspectionExecution,defectsFound,Json,Yes,,,Other
InspectionExecution,disposition,Disposition,Yes,,,Other
InspectionExecution,signatureId,String,Yes,,,Other
InspectionExecution,inspectionPlan,InspectionPlan,No,,,Other
InspectionExecution,inspector,User,No,,,Other
StandardOperatingProcedure,id,String,No,cuid(,,Other
StandardOperatingProcedure,documentNumber,String,No,,,Other
StandardOperatingProcedure,title,String,No,,,Other
StandardOperatingProcedure,description,String,Yes,,,Other
StandardOperatingProcedure,version,String,No,1.0.0,,Other
StandardOperatingProcedure,status,WorkInstructionStatus,No,DRAFT,,Other
StandardOperatingProcedure,effectiveDate,DateTime,Yes,,,Other
StandardOperatingProcedure,supersededDate,DateTime,Yes,,,Other
StandardOperatingProcedure,ecoNumber,String,Yes,,,Other
StandardOperatingProcedure,sopType,SOPType,No,,,Other
StandardOperatingProcedure,scope,String,No,,,Other
StandardOperatingProcedure,applicability,String,Yes,,,Other
StandardOperatingProcedure,responsibleRoles,String[],No,,,Other
StandardOperatingProcedure,references,Json,Yes,,,Other
StandardOperatingProcedure,safetyWarnings,String[],No,,,Other
StandardOperatingProcedure,requiredPPE,String[],No,,,Other
StandardOperatingProcedure,emergencyProcedure,String,Yes,,,Other
StandardOperatingProcedure,trainingRequired,Boolean,No,auto,,Other
StandardOperatingProcedure,trainingFrequency,String,Yes,,,Other
StandardOperatingProcedure,reviewFrequency,String,Yes,,,Other
StandardOperatingProcedure,nextReviewDate,DateTime,Yes,,,Other
StandardOperatingProcedure,imageUrls,String[],No,,,Other
StandardOperatingProcedure,videoUrls,String[],No,,,Other
StandardOperatingProcedure,attachmentUrls,String[],No,,,Other
StandardOperatingProcedure,tags,String[],No,,,Other
StandardOperatingProcedure,categories,String[],No,,,Other
StandardOperatingProcedure,keywords,String[],No,,,Other
StandardOperatingProcedure,thumbnailUrl,String,Yes,,,Other
StandardOperatingProcedure,parentVersionId,String,Yes,,,Other
StandardOperatingProcedure,approvalWorkflowId,String,Yes,,,Other
StandardOperatingProcedure,approvedById,String,Yes,,,Other
StandardOperatingProcedure,approvedAt,DateTime,Yes,,,Other
StandardOperatingProcedure,approvalHistory,Json,Yes,,,Other
StandardOperatingProcedure,isActive,Boolean,No,true,,Other
StandardOperatingProcedure,createdAt,DateTime,No,now(,,Other
StandardOperatingProcedure,updatedAt,DateTime,No,,,Other
StandardOperatingProcedure,createdById,String,No,,,Other
StandardOperatingProcedure,updatedById,String,No,,,Other
StandardOperatingProcedure,acknowledgments,SOPAcknowledgment[],No,,,Other
StandardOperatingProcedure,audits,SOPAudit[],No,,,Other
StandardOperatingProcedure,steps,SOPStep[],No,,,Other
StandardOperatingProcedure,approvedBy,User,Yes,,,Other
StandardOperatingProcedure,createdBy,User,No,,,Other
StandardOperatingProcedure,parentVersion,StandardOperatingProcedure,Yes,,,Other
StandardOperatingProcedure,childVersions,StandardOperatingProcedure[],No,,,Other
StandardOperatingProcedure,updatedBy,User,No,,,Other
SOPStep,id,String,No,cuid(,,Other
SOPStep,sopId,String,No,,,Other
SOPStep,stepNumber,Int,No,,,Other
SOPStep,title,String,No,,,Other
SOPStep,instructions,String,No,,,Other
SOPStep,isWarning,Boolean,No,auto,,Other
SOPStep,isCritical,Boolean,No,auto,,Other
SOPStep,imageUrls,String[],No,,,Other
SOPStep,videoUrls,String[],No,,,Other
SOPStep,sop,StandardOperatingProcedure,No,,,Other
SOPAcknowledgment,id,String,No,cuid(,,Other
SOPAcknowledgment,sopId,String,No,,,Other
SOPAcknowledgment,userId,String,No,,,Other
SOPAcknowledgment,userName,String,No,,,Other
SOPAcknowledgment,acknowledgedAt,DateTime,No,now(,,Other
SOPAcknowledgment,trainingCompletedAt,DateTime,Yes,,,Other
SOPAcknowledgment,assessmentScore,Float,Yes,,,Other
SOPAcknowledgment,assessmentPassed,Boolean,Yes,,,Other
SOPAcknowledgment,signatureId,String,Yes,,,Other
SOPAcknowledgment,sop,StandardOperatingProcedure,No,,,Other
SOPAcknowledgment,user,User,No,,,Other
SOPAudit,id,String,No,cuid(,,Other
SOPAudit,sopId,String,No,,,Other
SOPAudit,auditDate,DateTime,No,,,Other
SOPAudit,auditorId,String,No,,,Other
SOPAudit,auditorName,String,No,,,Other
SOPAudit,complianceChecks,Json,No,,,Other
SOPAudit,overallCompliance,Boolean,No,,,Other
SOPAudit,findingsCount,Int,No,auto,,Other
SOPAudit,findings,String,Yes,,,Other
SOPAudit,correctiveActions,Json,Yes,,,Other
SOPAudit,auditor,User,No,,,Other
SOPAudit,sop,StandardOperatingProcedure,No,,,Other
ToolDrawing,id,String,No,cuid(,,Other
ToolDrawing,documentNumber,String,No,,,Other
ToolDrawing,title,String,No,,,Other
ToolDrawing,description,String,Yes,,,Other
ToolDrawing,version,String,No,1.0.0,,Other
ToolDrawing,status,WorkInstructionStatus,No,DRAFT,,Other
ToolDrawing,effectiveDate,DateTime,Yes,,,Other
ToolDrawing,supersededDate,DateTime,Yes,,,Other
ToolDrawing,ecoNumber,String,Yes,,,Other
ToolDrawing,toolType,ToolType,No,,,Other
ToolDrawing,toolSubtype,String,Yes,,,Other
ToolDrawing,dimensions,Json,Yes,,,Other
ToolDrawing,material,String,Yes,,,Other
ToolDrawing,weight,Float,Yes,,,Other
ToolDrawing,weightUnit,String,Yes,,,Other
